context,from,to,weight
elf-day,rilacamp,LitterboxComics,1
mnd-awareness-month-2018,doloresdoolittl,Helping_HandsUK,1
nutrition-and-hydration-week-2018,confidentcarers,CarersUK,1
mental-health-awareness-week-2018,melanie_korach,DianaParks,1
national-dyslexia-week-2018,z_helman,thinkpix_suze,1
wear-purple-for-jia-2018,prabhk88,JagtarNijjar,1
elf-day,keepemhome1,RCHhomes,1
cervical-cancer-prevention-week-2018,bengnonny,dokilink,1
ovarian-cancer-awareness-month-2018,lisaahop,ocrahope,1
mental-health-awareness-week-2018,coolmentoring,DurationBeer,1
no-smoking-day-2018,cec_communities,MidCheshireNHS,1
national-dyslexia-week-2018,emersonparkeng,Booktrust,1
elf-day,2teaches2learn,FarmingtonElem,1
dry-january-2018,dianehenderiks,truelemon,1
brain-injury-week-2018,westernhsctrust,cedarfoundation,1
brain-injury-week-2018,abilearning,UKABIF,1
dry-january-2018,jadeashleighbel,EastEnglandAmb,1
experience-of-care-week-2018,nobismhealth,VCHResearch,2
eating-disorder-awareness-week-2018,ms_silvs,PennyRed,1
jeans-for-genes-day,rossmather,BHPComms,1
brain-injury-week-2018,inpalliance,UKABIF,2
16-days-of-action-2018,sarabrian7,SocialIssp,1
brain-injury-week-2018,lyonsdavidson,HeadwayBristol,1
experience-of-care-week-2018,peoplesprodco,ctchildrens,1
stress-awareness-day,terrifictia94,Edu_Broker,1
16-days-of-action-2018,drsuematthews,thewomens,1
brain-injury-week-2018,hatchbrenner,NorfolkWHeadway,1
experience-of-care-week-2018,msjuliedavey,LeanneWells63,1
dry-january-2018,marycakes23,31DOVER,1
eating-disorder-awareness-week-2018,galaticpingu,Gemstokes2000,1
dry-january-2018,karmacolauk,MoralFibres,1
rare-disease-day-2018,mediccaptfm,RVAwonk,1
nutrition-and-hydration-week-2018,sianmorganb,VParkinson774,1
jeans-for-genes-day,mahnazhashmi,medstarsuk,1
national-dementia-carers-2018,irishcommserv,irishinbritain,1
time-to-talk-day-2018,chattydog_,chattydog_,1
stress-awareness-day,dominicbell15,EnglandGolf,1
mental-health-awareness-week-2018,parsonator64,JamesMelville,1
no-smoking-day-2018,colum78,Jacvapour,1
mens-health-week-2018,killeedygaahwb,MensHealthIRL,1
16-days-of-action-2018,lookbeyondlooks,UNHabitatAfg,1
wear-purple-for-jia-2018,stressedpotato,Ed_Miliband,1
mens-health-week-2018,pattwombly,mhall55nine,1
nutrition-and-hydration-week-2018,ariddeough,MFT_PatientExp,1
epilepsy-awareness-purple-day-2018,carnivalnights,GovCanHealth,1
stress-awareness-day,sameeeeraaaa98,GatewayUoS,1
nutrition-and-hydration-week-2018,jo_williams80,CwmTafDietetics,1
jeans-for-genes-day,alanabid,Lina_Abdulkarim,1
rare-disease-day-2018,juslyn259,CacheWalker,1
brain-injury-week-2018,coolredmac,ColesMillerLLP,1
brain-injury-week-2018,global_bia,ColesMillerLLP,1
brain-awareness-week-2018,iowawalkforha,HydroAssoc,5
epilepsy-awareness-purple-day-2018,ashleighchandra,ResAustralia,1
time-to-talk-day-2018,tuggeya,Rhian_Moore,1
epilepsy-awareness-purple-day-2018,alyrical,TiffanyKairos,1
eating-disorder-awareness-week-2018,nwboroughsnhs,josiejo_t,1
stress-awareness-day,lynne_mount,IrnStu,1
dry-january-2018,ryanelliott1701,ChocTradingCo,1
mnd-awareness-month-2018,hinckleyowl74,Mrtompayne,1
16-days-of-action-2018,gayleellislydia,DogsTrust,1
elf-day,united4allages,NotaroCare,1
stress-awareness-day,iamnatalia10,GatewayUoS,1
16-days-of-action-2018,joanboyington,UN_Women,1
rare-disease-day-2018,clare__turnbull,ICR_London,1
elf-day,j0dean,spirehartswood,1
dementia-action-week-2018,dianefuller001,TheMemoryBP,1
dementia-action-week-2018,house_memories,knowsleyhousing,1
dementia-action-week-2018,mattrigby88,NordoffRobbins1,1
time-to-talk-day-2018,marthodgson,LCB_Building,1
dry-january-2018,bethanyjwinter,PunchlineGlos,1
mental-health-awareness-week-2018,gem_gemm,JamesMelville,1
mens-health-week-2018,lianne_nunn,Wellbeing_Suff,1
eating-disorder-awareness-week-2018,kittycormack,PennyRed,1
eating-disorder-awareness-week-2018,hopevirgo,AlexCarlingTTS,1
time-to-talk-day-2018,pitcher_lise,juliaq12345,1
mnd-awareness-month-2018,redadmiral67,Vicky_100K4MNDA,1
stress-awareness-day,heysresumes,NHSuk,1
ovarian-cancer-awareness-month-2018,wrappedupnu,christystucker,1
jeans-for-genes-day,_nialler_xoxo__,1DFABNDA,1
mental-health-awareness-week-2018,ol1oldham,OldhamCouncil,1
mnd-awareness-month-2018,qsprivatehealth,QSPrivateHealth,1
nutrition-and-hydration-week-2018,rachel_sansbury,EarleyTracy,2
brain-awareness-week-2018,guidegti,NIDAnews,1
epilepsy-awareness-purple-day-2018,christinebsw,DRPS_K9,1
dementia-action-week-2018,inspkenneally,ARUKnews,1
national-dyslexia-week-2018,arwenwilcock,soundcube,1
wear-purple-for-jia-2018,welly564,NRAS_UK,1
epilepsy-awareness-purple-day-2018,jmcdougaldps,ONThealth,1
eating-disorder-awareness-week-2018,anakedves,HelenRingrow,1
ocd-awareness-week-2018,bumblebeetear,lwbean,1
brain-injury-week-2018,stormpetrel,NeuroConvention,1
cervical-cancer-prevention-week-2018,cozbarrier,sloan_kettering,1
no-smoking-day-2018,mrstuartcarroll,RBWM,1
time-to-talk-day-2018,willowstl,J7_Miss_W,1
epilepsy-awareness-purple-day-2018,amargo_m,minsaude,1
nutrition-and-hydration-week-2018,dietitiangen,Leicnut,1
nutrition-and-hydration-week-2018,kathwt,looceegreen,1
jeans-for-genes-day,anna_11th,MrsAnneTwist,1
mental-health-awareness-week-2018,_cheskake,JamesMelville,1
brain-awareness-week-2018,soldesaona,Neurotweeps,1
mens-health-week-2018,andysmoans,TimetoChange,1
mental-health-awareness-week-2018,castieldestler,JamesMelville,1
mental-health-awareness-week-2018,adeleke_agoro,SteliosKiosses,1
mental-health-awareness-week-2018,jabailey_15,JamesMelville,1
national-dyslexia-week-2018,pennyha87932986,tes,1
16-days-of-action-2018,ogeranne23,UN_Women,1
ovarian-cancer-awareness-month-2018,france155,CR_UK,1
experience-of-care-week-2018,lindaylulu,JulesLewis6,1
ocd-awareness-week-2018,malcolmsayla,lwbean,1
cervical-cancer-prevention-week-2018,adjoedwige,zopitaux,1
national-dyslexia-week-2018,tjamesness,NessyLearning,1
elf-day,lsatsocialmedia,RinginglowArrow,1
mental-health-awareness-week-2018,hoodscrilla,SPARKK22,1
no-smoking-day-2018,pharmforumni,publichealthni,1
mental-health-awareness-week-2018,straightupgong,JamesMelville,1
mental-health-awareness-week-2018,coolmentoring,rock2therockies,1
16-days-of-action-2018,sgsc_rmit,CHPVic,1
wear-purple-for-jia-2018,rheumatologistt,Ed_Miliband,1
rare-disease-day-2018,obishop4800,RareDiseases,1
rare-disease-day-2018,ifitsthisname,MelissaTweets,1
ocd-awareness-week-2018,irsyadist,lwbean,1
ocd-awareness-week-2018,the_queercousin,lwbean,1
time-to-talk-day-2018,reed_enfield,reedcouk,1
dementia-action-week-2018,nghhammerson,DementiaUK,1
elf-day,graysophy,NigelTozer,1
mental-health-awareness-week-2018,josh_aston,JamesMelville,1
jeans-for-genes-day,gillderrick1,BHPComms,1
carers-week-2018,mumsmissions,HappyLittleHugh,1
wear-purple-for-jia-2018,lizjjohnson2001,Ed_Miliband,1
dementia-action-week-2018,aminulacj,ESRC,1
eating-disorder-awareness-week-2018,sassvh,jaq421,1
cervical-cancer-prevention-week-2018,uofuhealth,sarasalmon_utah,1
16-days-of-action-2018,girlguidingwn,wagggs_world,1
jeans-for-genes-day,tearoomstapeley,thetravelvisa,1
nutrition-and-hydration-week-2018,mynameisandyj,MalnutritionTF,1
national-dementia-carers-2018,isobelmann_,alzheimerssoc,1
elf-day,daddiesmumpet,thesovrangroup,1
brain-awareness-week-2018,cshsurrey,mssocietyuk,1
mnd-awareness-month-2018,kylaravs,Mrtompayne,1
rare-disease-day-2018,lasehrman,TheEDSociety,1
ovarian-cancer-awareness-month-2018,stigetta,BeccaPrevisMD,1
16-days-of-action-2018,chiefs4ge,WIS_Adelaide,1
eating-disorder-awareness-week-2018,feralwrangler,DrEMcNaught,3
ovarian-cancer-awareness-month-2018,lildesertapt,wrappedupnu,1
no-smoking-day-2018,kriswither,NHSMertonCCG,1
mens-health-week-2018,ceciliaegan1,mhall55nine,1
epilepsy-awareness-purple-day-2018,ccdacre,BCLegislature,1
time-to-talk-day-2018,pitcher_lise,pitcher_lise,1
time-to-talk-day-2018,1decada4and,seemescotland,1
dry-january-2018,leeza774,31DOVER,1
jeans-for-genes-day,hssweetcreat,MrsAnneTwist,1
dry-january-2018,maunsellb4,thomsonandscott,1
brain-awareness-week-2018,ivanvnuk,AlzheimerNS,2
elf-day,joshcrewsreally,LitterboxComics,1
time-to-talk-day-2018,bridgetmhanley,stephenfry,1
ovarian-cancer-awareness-month-2018,mike_3116,NHSEngland,1
brain-injury-week-2018,nicolenatur,RamsdensLLP,1
jeans-for-genes-day,ro_came_2_play,MrsAnneTwist,1
stress-awareness-day,preet__kjohal,mentalhealth,1
brain-injury-week-2018,lblawclinneg,HeadwayUK,1
eating-disorder-awareness-week-2018,maxine_lomax,PennineCareNHS,1
carers-week-2018,daverossd,HelenCCowan,1
eating-disorder-awareness-week-2018,hskyouth,EBPUnit,1
national-dyslexia-week-2018,mysendapp,SchoolsAdvisory,1
mens-health-week-2018,alessia_r_e,mhall55nine,1
16-days-of-action-2018,thinimab,legalwiseZA,1
wear-purple-for-jia-2018,liscordingley,CapsieNair,3
national-dyslexia-week-2018,drhelenross,Secretsend2,1
carers-week-2018,marie_lilmuma79,NHSEngland,1
elf-day,valhallawoggles,VictoriaIYC,1
dementia-action-week-2018,paulaalmeida917,WhitHealth,1
brain-injury-week-2018,zoeepix,RingroseLaw,1
ovarian-cancer-awareness-month-2018,rps_surrey,NHSEngland,1
16-days-of-action-2018,trigorosa,ETCrone,1
national-dementia-carers-2018,flofflach,HealthUnlocked,1
carers-week-2018,jenkenward,bayliss_j94,1
mnd-awareness-month-2018,sallylight17,RunMND,1
dry-january-2018,bushrangersbar,winewankers,1
mental-health-awareness-week-2018,maeglinhiei,JamesMelville,1
16-days-of-action-2018,elajiya,MOJKaduna,1
nutrition-and-hydration-week-2018,andrearuss5,CwmTafDietetics,1
mental-health-awareness-week-2018,patrickm1114,depressionarmy,1
experience-of-care-week-2018,uihealth,uicfmr,1
national-dyslexia-week-2018,technativewire,akwyz,1
time-to-talk-day-2018,profstevefield,NHSEngland,1
dry-january-2018,hillsidebrewery,PunchlineGlos,1
dry-january-2018,firestone555,DrinkTg,1
epilepsy-awareness-purple-day-2018,292kmartin1,cavs,1
rare-disease-day-2018,adwgray,TICalculators,1
national-dyslexia-week-2018,hayleymcelderry,thinkpix_suze,1
elf-day,spendercufc,EddieStobartCom,1
wear-purple-for-jia-2018,rheumjnl,Ed_Miliband,1
dry-january-2018,traceylew70,DrinkTg,1
eating-disorder-awareness-week-2018,tommysmidwives,EDandPregnancy,1
time-to-talk-day-2018,poemwarrior,TimetoChange,1
rare-disease-day-2018,marymieze,gofundme,1
ovarian-cancer-awareness-month-2018,roshaundadgreen,PrecipioDx,1
wear-purple-for-jia-2018,simonrstones,CapsieNair,2
ovarian-cancer-awareness-month-2018,maples85forever,OvarianCanada,1
ovarian-cancer-awareness-month-2018,sabinejessen,OvarianCanada,1
dry-january-2018,jeanettel1979,ChocTradingCo,1
dementia-action-week-2018,jntrichards,CareRooms,1
carers-week-2018,benjaminpmoore,DementiaUK,1
elf-day,sandy41163,LiverpoolEmpire,1
cervical-cancer-prevention-week-2018,compcarecenter1,CDCChronic,1
time-to-talk-day-2018,hatttiegladwell,WanDilliams,1
stress-awareness-day,manderscarty,CSPD_HSE,1
16-days-of-action-2018,bettymurungi,antonioguterres,1
ovarian-cancer-awareness-month-2018,cattt82,nidirect,1
elf-day,cloudleggs,ColesMillerLLP,1
mnd-awareness-month-2018,tvvictoriag,MNDeventsPlym,3
time-to-talk-day-2018,wokingrt,allabouttri,1
dry-january-2018,sutton_pm,EMJReviews,1
stress-awareness-day,altkocoach,Pinkribbonmark2,1
national-dementia-carers-2018,rawbubbles9,CareQualityComm,1
ocd-awareness-week-2018,neurogiugiu,CarmenMcLeanPhD,1
no-smoking-day-2018,nrclibraries,NRCCollege,1
time-to-talk-day-2018,jasparsangels97,ZoeSugg,1
elf-day,fluttershy_23,thesovrangroup,1
stress-awareness-day,thebrandyaustin,BrandyAustinLaw,1
brain-injury-week-2018,ebell3000,asblawuk,1
nutrition-and-hydration-week-2018,mynameisandyj,hill_karenhill3,1
mnd-awareness-month-2018,debschebs,boltonhospice,1
rare-disease-day-2018,a3auntie,TheGoldWaterUS,1
16-days-of-action-2018,liffeygalvin,WhiteRibbon_UK,1
dry-january-2018,cakereev,31DOVER,1
brain-injury-week-2018,dissexpressjb,HeadwaySuffolk,1
eating-disorder-awareness-week-2018,catherine_eadie,elliesmiith_,1
elf-day,ymt_fionaart,YMT_Chris,1
stress-awareness-day,joe__af,Jemma_Barratt,1
national-dyslexia-week-2018,verbivoreteach,thinkpix_suze,1
brain-awareness-week-2018,zinniasun,Psych_Review,1
jeans-for-genes-day,amandamilb5,Winkfieldsm,1
nutrition-and-hydration-week-2018,kathymurphy0,MFT_PatientExp,1
mens-health-week-2018,destigmatize_me,mentalhealth,1
mens-health-week-2018,ppeters21,mhall55nine,1
national-dyslexia-week-2018,larry_turner,NellAndrewLDN,1
mnd-awareness-month-2018,leelou218,hullnhschoir,1
dry-january-2018,dianacheung1,dryjanuary,1
ovarian-cancer-awareness-month-2018,fiona66570085,NHSEngland,1
time-to-talk-day-2018,ntuyoufirstss,samsmith,1
brain-awareness-week-2018,luisb,Psych_Review,1
ovarian-cancer-awareness-month-2018,maryannaq56,BethFratesMD,1
brain-injury-week-2018,cumbrianeuro,PbrownNeuro,1
epilepsy-awareness-purple-day-2018,theboah,MStrilchuk,1
carers-week-2018,lucyjaneyoung,ja54kki,1
rare-disease-day-2018,lolanavarroarg,pparganzuela,1
jeans-for-genes-day,luna42915,JeansforGenes,1
brain-awareness-week-2018,dechevarria_aza,AndreaaMoraal,1
elf-day,pc_vd_deewani,PCsDRAG0N,1
national-dyslexia-week-2018,jennyntu,Jisc,1
brain-awareness-week-2018,howard_justine,BrainAppeal,1
carers-week-2018,wanderingjenny,Charlottenurse,1
mnd-awareness-month-2018,cris_hoskin,alex_morty,1
stress-awareness-day,maxtenn8,vinspired,1
dementia-action-week-2018,karylcarter,VerityLongley,1
elf-day,sheffieldis,superfastSY,2
elf-day,anisha_xx1,VJLoops,1
ocd-awareness-week-2018,jackiekaylee,PositivePage_,1
brain-awareness-week-2018,parkinsonsevv,Seafood4Health,1
cervical-cancer-prevention-week-2018,ceogoldstandard,CDC_Cancer,1
experience-of-care-week-2018,dredebates,jasonawolf,1
experience-of-care-week-2018,samsherrington,mdrumm88,1
ovarian-cancer-awareness-month-2018,barcudcochddu,OvarianCancerUK,1
national-dementia-carers-2018,diamond71nikki,CareQualityComm,1
epilepsy-awareness-purple-day-2018,amargo_m,MP_RJ,1
elf-day,starbuck2003,VoucherLive,1
elf-day,oldhollyfarm,Flaketweet,1
nutrition-and-hydration-week-2018,groganmandy,clairenealeDCHS,1
brain-injury-week-2018,abialliance,UKABIF,1
carers-week-2018,fiona_fionnagal,theSNP,1
time-to-talk-day-2018,morobhood,stephenfry,1
mnd-awareness-month-2018,otbarbs,Helping_HandsUK,1
brain-injury-week-2018,tanith_jones,Nicolejamesjul,1
16-days-of-action-2018,irenedavenezia1,KentPage,1
cervical-cancer-prevention-week-2018,dennisrelojo,psychreg,1
mens-health-week-2018,letlifehappen,LivingBeyondBC,1
ocd-awareness-week-2018,zoozleplug,lwbean,1
ocd-awareness-week-2018,lilorangekitten,lwbean,1
brain-awareness-week-2018,neur0doc,jopackaj,1
ovarian-cancer-awareness-month-2018,eatonrifles1,fkmunro,2
16-days-of-action-2018,whatnewsscience,LDNVictimsComm,1
elf-day,done4usocialmed,HFRSolutionsCIC,1
time-to-talk-day-2018,madhouse1066,2020Comms,1
experience-of-care-week-2018,dommaskey,HilaryFrayne,1
carers-week-2018,claire_ne,CSHRgovuk,1
elf-day,alzsocswengland,SharParsons,1
wear-purple-for-jia-2018,jenniej95408140,Ed_Miliband,1
mental-health-awareness-week-2018,bennyboyhud,JamesMelville,1
dementia-action-week-2018,daviddrplymouth,DesignRealityUK,1
wear-purple-for-jia-2018,wlarge63,Ed_Miliband,1
stress-awareness-day,joyfulng,Kerrie72Kr,1
elf-day,cccopticians,TheOaks28,1
national-dyslexia-week-2018,moonlaneink,BarringtonStoke,1
wear-purple-for-jia-2018,mfriswell,Ed_Miliband,1
16-days-of-action-2018,leonie09084311,SarahChampionMP,1
carers-week-2018,keeleymp,salfordcarers1,1
wear-purple-for-jia-2018,mavisannegraha2,Ed_Miliband,1
experience-of-care-week-2018,michaelsprouse,VirginiaMason,1
national-dementia-carers-2018,kags6811,alzheimerssoc,1
mens-health-week-2018,ajtoddy02,YoungMindsUK,1
mens-health-week-2018,zerokatzos,Herbalife,1
ocd-awareness-week-2018,shanleychien,TXMedCenter,1
epilepsy-awareness-purple-day-2018,maryhillberry,hsnyderLP,1
wear-purple-for-jia-2018,elenanikiuk,AilsaBosworth1,1
rare-disease-day-2018,643peralta,NoInvisibles,1
ocd-awareness-week-2018,terencetdarby,lwbean,1
jeans-for-genes-day,directiioner94,MrsAnneTwist,1
stress-awareness-day,sg_aap,USFWS,1
epilepsy-awareness-purple-day-2018,mbepilepsy,epilepsyireland,1
dementia-action-week-2018,gaynor_allen,CWAMusselburgh,1
time-to-talk-day-2018,lynnit,2020Comms,1
dementia-action-week-2018,thedawnmethod,MuziekGeluk,1
elf-day,alzsoclondon,MycroftBrolly,2
stress-awareness-day,sugarbuddies1,SOHealthyLiving,1
16-days-of-action-2018,iipz8,UNGeneva,1
carers-week-2018,autieland,c_oreilly,1
dementia-action-week-2018,audreybowenprof,VerityLongley,3
brain-awareness-week-2018,monescri,Luciahipolito2,1
mental-health-awareness-week-2018,julieencisx,JamesMelville,1
16-days-of-action-2018,soy_eleazar,CanEmbVenezuela,1
time-to-talk-day-2018,stephen_jared,philipdhume,1
eating-disorder-awareness-week-2018,gemmma_nicole_,therapypugalfie,1
dry-january-2018,chestertweetsuk,chesterdotcom,1
elf-day,wirralcpd,OurLadyandStEdw,1
rare-disease-day-2018,robynnissim,biogen,1
time-to-talk-day-2018,pitcher_lise,MssMusi,1
national-dyslexia-week-2018,aadduk,soundcube,1
jeans-for-genes-day,krakowiakanita,MrsAnneTwist,1
no-smoking-day-2018,promoforce1,ContempraINN,1
stress-awareness-day,crankyteen47,BritishGQ,1
national-dyslexia-week-2018,gemma_conlin,soundcube,1
brain-awareness-week-2018,debrabamidele,HydroAssoc,1
cervical-cancer-prevention-week-2018,mark_linehan,EnableLaw,1
experience-of-care-week-2018,samgoldbergnhs,HilaryFrayne,1
cervical-cancer-prevention-week-2018,mishmoshmcp,RCObsGyn,1
eating-disorder-awareness-week-2018,mirandahamn,positivelyIaura,1
brain-awareness-week-2018,nataliej71,BrainAppeal,1
jeans-for-genes-day,drummond6tracy,JancettGroup,1
elf-day,kathrynbriggs7,biworldwide_eu,1
16-days-of-action-2018,eraaustralia,GirlGuidesWA,1
national-dyslexia-week-2018,kateannasutton,UnLtd,1
national-dementia-carers-2018,moonshadow1900,emmabraz01,1
mens-health-week-2018,coolmentoring,usaveinclinics,1
elf-day,willott333,Boston_SWA,1
dementia-action-week-2018,sphenefan,TitaniumTester,1
eating-disorder-awareness-week-2018,islrsm_,beatED,1
dry-january-2018,toffeepiglet,31DOVER,1
16-days-of-action-2018,planindonesia,PlanGlobal,1
brain-injury-week-2018,cbitmidlands,RhonddaBryant,1
experience-of-care-week-2018,eddgimenez,baymedicalctr,1
brain-awareness-week-2018,souza_selva,AngiomaAlliance,1
dry-january-2018,whichpennysmith,kategarraway,1
elf-day,sheils49,Flaketweet,1
time-to-talk-day-2018,freeboostpromo,philipdhume,1
carers-week-2018,carersmatternfk,Charlottenurse,1
brain-awareness-week-2018,alalwayz,brianmaycom,1
carers-week-2018,johnwalsh88,JaneDanforth,2
16-days-of-action-2018,caronadune,SRSGVAC,1
no-smoking-day-2018,ilovecfofficial,tenovuscancer,1
mens-health-week-2018,drjcullen,CMHA_AB,1
time-to-talk-day-2018,jangriff57,2020Comms,1
brain-injury-week-2018,cathmurrayhow,theDTgroup,1
time-to-talk-day-2018,mysouthend,EPStreetTriage,1
no-smoking-day-2018,eamroulston,publichealthni,1
brain-injury-week-2018,janathe9s,TheFloofLady,1
mental-health-awareness-week-2018,yaramaliks,Reverend_Custer,1
stress-awareness-day,triadtherapyuk,MindCharity,1
eating-disorder-awareness-week-2018,monitorthispod,diabeticswithed,1
no-smoking-day-2018,angeladynes17,NRCCollege,1
cervical-cancer-prevention-week-2018,kingstonccg,KingstonHospNHS,1
epilepsy-awareness-purple-day-2018,suzukigirl2,Canada,1
16-days-of-action-2018,ffcjohnh,Tearfund,1
stress-awareness-day,jelofm,calm,1
eating-disorder-awareness-week-2018,alimdone,beatED,3
ovarian-cancer-awareness-month-2018,jooliveira_crn,NHSEngland,1
epilepsy-awareness-purple-day-2018,legitcassiewil,TiffanyKairos,1
rare-disease-day-2018,mseetin,RareDiseases,1
elf-day,gr3burz,thesovrangroup,1
16-days-of-action-2018,unvarif,UNICEF,1
ocd-awareness-week-2018,caluuuux,lwbean,1
jeans-for-genes-day,larryisobvioush,MrsAnneTwist,1
dementia-action-week-2018,gerrydauncey,MancCamerata,1
16-days-of-action-2018,m3uqy,DogsTrust,1
national-dementia-carers-2018,hollybunty,CareQualityComm,1
ocd-awareness-week-2018,viqzen,lwbean,1
ovarian-cancer-awareness-month-2018,nighathussain5,NHSEngland,1
stress-awareness-day,chiswickbuzz,Gunnersbury1,1
jeans-for-genes-day,valeriesleegers,MrsAnneTwist,1
wear-purple-for-jia-2018,welly564,Anne_NRAS,1
wear-purple-for-jia-2018,jenniej95408140,harryt68,1
mens-health-week-2018,cricciotti,Herbalife24,1
time-to-talk-day-2018,djhoggers,euromove,1
rare-disease-day-2018,brendaleesan,rarediseaseday,1
dry-january-2018,dailydelights3,ChocTradingCo,1
brain-awareness-week-2018,nataliedrury2,mssocietyuk,1
mental-health-awareness-week-2018,kajunbookworms,Usborne,1
mental-health-awareness-week-2018,shannonisdunn,JamesMelville,1
dementia-action-week-2018,kmcpcc,GoldmanSachs,1
cervical-cancer-prevention-week-2018,deecalhounsmhn,CDC_Cancer,1
carers-week-2018,coppolaali,Charlottenurse,1
eating-disorder-awareness-week-2018,rebecca_macl,Sa_raPreston,1
jeans-for-genes-day,carolinebridge8,findacure_fdn,1
16-days-of-action-2018,jmmuriu,UN_Women,1
carers-week-2018,alexdanzig,ja54kki,1
dementia-action-week-2018,roylilley,FabNHSStuff,1
ocd-awareness-week-2018,jdrandomnstuff,lwbean,1
eating-disorder-awareness-week-2018,jackspencerr3,Refinery29UK,1
ocd-awareness-week-2018,mangodrips,lwbean,1
cervical-cancer-prevention-week-2018,therealladonna1,womenshealth,1
epilepsy-awareness-purple-day-2018,stephen_rs18,BeckyNicole26,1
elf-day,funknittedhats,quatt_hall,1
experience-of-care-week-2018,annkruger7,TerriSonger,1
ovarian-cancer-awareness-month-2018,kristatonn,coastalent1,1
jeans-for-genes-day,epgumbley,WGSManchester,1
epilepsy-awareness-purple-day-2018,auxjkwok,TorontoPolice,1
16-days-of-action-2018,cityofmaroondah,EasternCLC,1
nutrition-and-hydration-week-2018,mynameisandyj,gtscollins,1
mens-health-week-2018,genexa,Jobaldwintrott,1
ocd-awareness-week-2018,jamiemilligan21,OCDUK,1
mnd-awareness-month-2018,alsassistivetec,Helping_HandsUK,1
elf-day,lizziegold86,eroooosh,1
16-days-of-action-2018,siri_resist,antonioguterres,1
wear-purple-for-jia-2018,ginn2thee,JIA_NRAS,1
wear-purple-for-jia-2018,jenniej95408140,samjc1976,1
16-days-of-action-2018,879caldwell,KentPage,6
ovarian-cancer-awareness-month-2018,eatonrifles1,CancerCarerChat,1
dry-january-2018,bliadhnaichean,kategarraway,1
ocd-awareness-week-2018,abctnow,drjedsiev,1
rare-disease-day-2018,courtseauxrude,kdc,1
ovarian-cancer-awareness-month-2018,luannejorewicz,BCMHouston_News,1
rare-disease-day-2018,can2biz,AlexisBortell,1
dementia-action-week-2018,djdavebeeson,Tradehelpuk,1
no-smoking-day-2018,recoverycollege,ActiveLeicester,1
rare-disease-day-2018,sherrytreichel,CHRIManitoba,1
ovarian-cancer-awareness-month-2018,crazydo05012083,NHSEngland,1
time-to-talk-day-2018,shakatak7,2020Comms,2
cervical-cancer-prevention-week-2018,whmayoclinic,MayoCancerCare,1
wear-purple-for-jia-2018,arthritisbham,VersusArthritis,1
stress-awareness-day,elaya_jae_doll,natlibscot,1
nutrition-and-hydration-week-2018,mynameisandyj,RBCH_NHS,1
mens-health-week-2018,coolmentoring,Top_Blokes,1
ovarian-cancer-awareness-month-2018,kimscravings,Otros20Pesos,1
ocd-awareness-week-2018,eleanorrose2016,ocdaction,1
ovarian-cancer-awareness-month-2018,rbrosemer,Nightowlmama,1
carers-week-2018,carersmatternfk,pommieknight,1
brain-injury-week-2018,rob_beazley,RWK_PersInjury,2
nutrition-and-hydration-week-2018,sianmorganb,ageukwc2,1
carers-week-2018,fariborzladjev2,salfordcarers1,1
16-days-of-action-2018,aislingswaine,DrCORourke,1
brain-injury-week-2018,biamd1,con_lynes,1
epilepsy-awareness-purple-day-2018,marielandryxox,Aurora_MMJ,1
carers-week-2018,joycemisoi1,Joanna_Rapson,1
national-dyslexia-week-2018,omauschd,Jisc,1
dry-january-2018,daniiosaurus,DrinkTg,1
brain-injury-week-2018,lblawcop,HeadwayUK,1
cervical-cancer-prevention-week-2018,tyranecole,CDC_Cancer,1
carers-week-2018,stoictoday,gallusgirl,1
no-smoking-day-2018,debrafox_,SunderlandEcho,1
cervical-cancer-prevention-week-2018,sekretapproved,RyR_Empire,2
ovarian-cancer-awareness-month-2018,collettaorr,CollettaOrr,1
national-dementia-carers-2018,kairenroche,CareQualityComm,1
16-days-of-action-2018,edwardsharcombe,GalopUK,1
time-to-talk-day-2018,lee23434,MindCharity,1
elf-day,alzsocseengland,NJCHUK,1
brain-awareness-week-2018,orgostia,neuroscience,1
mental-health-awareness-week-2018,nadlin399,JamesMelville,1
cervical-cancer-prevention-week-2018,forwardeveryone,ade_lewa,1
brain-injury-week-2018,roythornes,Roythornes_PI,1
national-dyslexia-week-2018,lou_signs,RotaractAnu,1
national-dementia-carers-2018,nickisparling1,CareQualityComm,1
nutrition-and-hydration-week-2018,mynameisandyj,ficajones,1
wear-purple-for-jia-2018,clare_nras,JIA_NRAS,1
time-to-talk-day-2018,alebloody_sky,TheSportsman,1
eating-disorder-awareness-week-2018,sarahloftus_,Rhitrition,1
no-smoking-day-2018,jenny_spring,NPA1921,1
16-days-of-action-2018,trigorosa,antonioguterres,1
mental-health-awareness-week-2018,jonestowne,hifunctionorg,1
dry-january-2018,damiensansomps,chesterdotcom,1
16-days-of-action-2018,jamiemaik,UKLabour,1
mens-health-week-2018,doctalbott,MentalHealthAm,1
epilepsy-awareness-purple-day-2018,easht_naplescsd,rslade80,1
nutrition-and-hydration-week-2018,earleytracy,mynameisAndyJ,1
brain-injury-week-2018,nwabimanchester,annziem,1
time-to-talk-day-2018,maureen12485368,2020Comms,1
no-smoking-day-2018,bsolphmstudent,PSNCNews,1
16-days-of-action-2018,sajapreciious,Doyna_sn,1
carers-week-2018,livingwithlen5,HappyLittleHugh,1
